State,District,Block,Cluster,GPName,GP Id,Village,SchoolName,SchoolId,DiseCode,new_village
Karnataka,bagalkot,jamakhandi,banahatti east,Navalagi,4759,HUNNUR,GOVT HPS BANDIGANI-CROSS,2688,29020902404,BANDIGANI-CROSS
Karnataka,bagalkot,jamakhandi,chimmad,Chimmada,1630,CHIMMAD,GOVT HPS CHIMMAD,2629,29020901101,CHIMMAD
Karnataka,bagalkot,jamakhandi,chimmad,Chimmada,1630,CHIMMAD,GOVT HPS MAHALINGESHWAR TOTA CHIMMAD,39205,29020901104,MAHALINGESHWAR TOTA CHIMMAD
Karnataka,bagalkot,jamakhandi,chimmad,Chimmada,1630,CHIMMAD,GOVT KAN GIRLS HPS CHIMMAD ,39206,29020901105,CHIMMAD
Karnataka,bagalkot,jamakhandi,chimmad,Chimmada,1630,CHIMMAD,GOVT LPS GURAV TOTA CHIMMADA,2638,29020901112,GURAV TOTA CHIMMADA
Karnataka,bagalkot,jamakhandi,chimmad,Chimmada,1630,CHIMMAD,GOVT LPS JALIKATTI TOTA CHIMMAD,2631,29020901103,JALIKATTI TOTA CHIMMAD
Karnataka,bagalkot,jamakhandi,chimmad,Chimmada,1630,CHIMMAD,GOVT LPS JANGANUR TOTA CHIMMAD,39207,29020901110,JANGANUR TOTA CHIMMAD
Karnataka,bagalkot,jamakhandi,chimmad,Chimmada,1630,CHIMMAD,GOVT LPS KAVATE TOTA CHIMMADA,2637,29020901111,KAVATE TOTA CHIMMADA
Karnataka,bagalkot,jamakhandi,chimmad,Chimmada,1630,CHIMMAD,GOVT LPS PATIL TOTA CHIMMAD,2634,29020901108,PATIL TOTA CHIMMAD
Karnataka,bagalkot,jamakhandi,chimmad,Chimmada,1630,CHIMMAD,GOVT LPS SIMI LAKKAVVA GUDI CHIMMAD,2635,29020901109,SIMIL AKKAVVAGUDI CHIMMAD
Karnataka,bagalkot,jamakhandi,hipparagi,Hipparagi,2608,HIPPARGI,GOVT BOYS HPS HIPPARGI,2668,29020902001,HIPPARGI
Karnataka,bagalkot,jamakhandi,hipparagi,Hipparagi,2608,HIPPARGI,GOVT KAN GIRLS HPS HIPPARGI,2669,29020902002,HIPPARGI
Karnataka,bagalkot,jamakhandi,hipparagi,Hipparagi,2608,HIPPARGI,GOVT LPS HIPPARGI H MATH,2671,29020902004,HIPPARGIH MATH
Karnataka,bagalkot,jamakhandi,hipparagi,Hipparagi,2608,HIPPARGI,GOVT LPS KANGOUDAR TOTA HIPPARGI,39212,29020902022,KANGOUDAR TOTA HIPPARGI
Karnataka,bagalkot,jamakhandi,hipparagi,Hipparagi,2608,HIPPARGI,GOVT LPS KITTUR TOTA HIPPARAGI,2673,29020902007,KITTUR TOT AHIPPARAGI
Karnataka,bagalkot,jamakhandi,hipparagi,Hipparagi,2608,HIPPARGI,GOVT LPS NAGARAL TOTA HIPPARAGI,2683,29020902011,NAGARAL TOTA HIPPARAGI
Karnataka,bagalkot,jamakhandi,hipparagi,Hipparagi,2608,HIPPARGI,GOVT LPS SLG HIPPARAGI,2684,29020902012,SLG HIPPARAGI
Karnataka,bagalkot,jamakhandi,hipparagi,Kulhalli,3865,KULAHALLI,GOVT HPS KULAHALLI,2674,29020904301,KULAHALLI
Karnataka,bagalkot,jamakhandi,hipparagi,Kulhalli,3865,KULAHALLI,GOVT HPS  KULAHALLI TOTA 1,2675,29020904303,KULAHALLI TOTA1
Karnataka,bagalkot,jamakhandi,hipparagi,Kulhalli,3865,KULAHALLI,GOVT KGHPS KULHALLI,2678,29020904306,KULHALLI
Karnataka,bagalkot,jamakhandi,hipparagi,Kulhalli,3865,KULAHALLI,GOVT LPS GOMBIGUDD KULHALLI,2677,29020904305,GOMBIGUDD KULHALLI
Karnataka,bagalkot,jamakhandi,hipparagi,Kulhalli,3865,KULAHALLI,GOVT LPS KULAHALLI TOTA 2,2676,29020904304,KULAHALLI TOTA2
Karnataka,bagalkot,jamakhandi,hipparagi,Kulhalli,3865,KULAHALLI,GOVT LPS TALAVAR TOTA KULHALLI,2679,29020904308,TALAVARTOTAKULHALLI
Karnataka,bagalkot,jamakhandi,hunnur,Hunnur,2878,HUNNUR,GOVT HPS GANDHI NAGAR HUNNUR,2689,29020902405,GANDHI NAGAR HUNNUR
Karnataka,bagalkot,jamakhandi,hunnur,Hunnur,2878,HUNNUR,GOVT MPS HUNNUR,2685,29020902412,HUNNUR
Karnataka,bagalkot,jamakhandi,hunnur,Madarakandi,4081,MADARAKANDI,GOVT HPS GANESH TOTA MADARAKANDI,39216,29020904903,GANESH TOTA MADARAKANDI
Karnataka,bagalkot,jamakhandi,hunnur,Madarakandi,4081,MADARAKANDI,GOVT HPS MADARKHANDI,2696,29020904907,MADARKHANDI
Karnataka,bagalkot,jamakhandi,hunnur,Madarakandi,4081,MADARAKANDI,GOVT LPS HULLIKODI MADHURAKHANDI,2699,29020904906,HULLIKODI MADHURAKHANDI
Karnataka,bagalkot,jamakhandi,hunnur,Madarakandi,4081,MADARAKANDI,GOVT LPS PARAPPANAVAR TOTA M.,2698,29020904905,PARAPPANAVAR TOTA M.
Karnataka,bagalkot,jamakhandi,rampur,Jagadal,3002,JAGADAL,GOVT HPS HARIJAN KERI JAGADAL,2645,29020902604,HARIJAN KERI JAGADAL
Karnataka,bagalkot,jamakhandi,rampur,Jagadal,3002,JAGADAL,GOVT HPS JAGADAL,2643,29020902601,JAGADAL
Karnataka,bagalkot,jamakhandi,rampur,Jagadal,3002,JAGADAL,GOVT LPS JAGADAL K TOTA,2644,29020902602,JAGADAL K TOTA
Karnataka,bagalkot,jamakhandi,rampur,Jagadal,3002,JAGADAL,GOVT LPS KANATTI TOTA JAGADAL,2646,29020902606,KANATTI TOTA JAGADAL
Karnataka,bagalkot,jamakhandi,rampur,Jagadal,3002,JAGADAL,GOVT LPS SIMILAKKAVVAN GUDI JAGADAL,2647,29020902610,SIMILAKKAVVAN GUDI JAGADAL
Karnataka,vijayapura,muddebihal,kodaganur,Kodaganur,3640,LAKKUNDI,GOVT KBHPS LAKKUNDI,28761,29031010201,LAKKUNDI
Karnataka,vijayapura,muddebihal,minajagi,Minajagi,4441,MINAJAGI,GOVT KBHPS JANTA COLONY MINAJAGI,28871,29031011402,JANTA COLONY MINAJAGI
Karnataka,vijayapura,muddebihal,minajagi,Mukihal,4534,MINAJAGI,GOVT LPS MUKIHAL DARGA MINAJAGI,63764,29031011405,MUKIHAL DARGA MINAJAGI
Karnataka,kalaburgi,aland,ambalaga,Ladmugali,3986,MADAKI,GLPS NEW EXTN. MADAKI,13732,29040108004,NEW EXTN MADAKI
Karnataka,kalaburgi,aland,ambalaga,Muddadaga,6187,MADAKI,GOVT HPS MADAKI,13729,29040108001,MADAKI
Karnataka,kalaburgi,aland,ambalaga,Muddadaga,6187,MADAKI,GOVT HPS MADAKI TANDA,13730,29040108002,MADAKI TANDA
Karnataka,kalaburgi,aland,bhusanoor,Bhusnoor,1303,BHUSANOOR,GLPS PANCHASEEL NAGAR BUSNOOR,13698,29040101905,PANCHASEEL NAGAR BUSNOOR
Karnataka,kalaburgi,aland,bhusanoor,Bhusnoor,1303,BHUSANOOR,GOVT HPS BHUSANOOR TANDA,13696,29040101902,BHUSANOOR TANDA
Karnataka,kalaburgi,aland,bhusanoor,Bhusnoor,1303,BHUSANOOR,GOVT LPS BHOOSANOOR MADDI,13699,29040101906,BHOOSANOOR MADDI
Karnataka,kalaburgi,aland,bhusanoor,Bhusnoor,1303,BHUSANOOR,GOVT MPS BHUSANOOR,13695,29040101901,BHUSANOOR
Karnataka,kalaburgi,aland,chinchansoor,Chinchansoor,1639,CHINCHANSOOR,GOVT HPS LINGAYYAN WADI,13563,29040102404,LINGAYYAN WADI
Karnataka,kalaburgi,aland,chinchansoor,Chinchansoor,1639,CHINCHANSOOR,GOVT LPS HARIJANWADA CHINCHANS,13562,29040102403,HARIJANWADA CHINCHANS
Karnataka,kalaburgi,aland,chinchansoor,Chinchansoor,1639,CHINCHANSOOR,GOVT MPS CHINCHANSOOR (K),13560,29040102401,CHINCHANSOOR(K)
Karnataka,kalaburgi,aland,duttargaon,Duttargaon,1969,DUTTARGAON,GOVT HPS DUTTARGAON,13588,29040103301,DUTTARGAON
Karnataka,kalaburgi,aland,duttargaon,Duttargaon,1969,DUTTARGAON,GOVT  LPS   DUTTARGAON   NEW  EXTN,13589,29040103304,DUTTARGAON NEW EXTN
Karnataka,kalaburgi,aland,kadaganchi,Kadganchi,3183,KADAGANCHI,GLPS BHIMANGAR KADAGANCHI,29837,29040105509,BHIMANGAR KADAGANCHI
Karnataka,kalaburgi,aland,kadaganchi,Kadganchi,3183,KADAGANCHI,GOVT HPS HALEWADI,13552,29040105506,HALEWADI
Karnataka,kalaburgi,aland,kadaganchi,Kadganchi,3183,KADAGANCHI,GOVT HPS HOSAWADI,13551,29040105505,HOSAWADI
Karnataka,kalaburgi,aland,kadaganchi,Kadganchi,3183,KADAGANCHI,GOVT LPS GIRLS KADAGANCHI,13550,29040105502,KADAGANCHI
Karnataka,kalaburgi,aland,koralli,Aland,604,DUTTARGAON,GOVT LPS SEEDS FARM TANDA,13607,29040103307,SEEDSFARM TANDA
Karnataka,kalaburgi,aland,koralli,Koralli,3773,KORAHALLI,GOVT HPS DAYANAND NAGAR KORALI,13595,29040107306,DAYANAND NAGAR KORALI
Karnataka,kalaburgi,aland,koralli,Koralli,3773,KORAHALLI,GOVT LPS NEHRU NAGAR TANDA,13606,29040107311,NEHRU NAGAR TANDA
Karnataka,kalaburgi,aland,koralli,Koralli,3773,KORAHALLI,GOVT LPS SHAMUNAIK TANDA,13585,29040107310,SHAMUNAIK TANDA
Karnataka,kalaburgi,aland,madanhipparga,Madan hipparga,4070,MADANHIPPARGA,GOVT GPS MADANHIPPARGA,13648,29040108102,MADANHIPPARGA
Karnataka,kalaburgi,aland,madanhipparga,Madan hipparga,4070,MADANHIPPARGA,GOVT HPS MADANHIPPARGA,13647,29040108101,MADANHIPPARGA
Karnataka,kalaburgi,aland,madanhipparga,Madan hipparga,4070,MADANHIPPARGA,GOVT HPS NEW EXTN. MADANHIPPARGA,13651,29040108107,MADANHIPPARGA
Karnataka,kalaburgi,aland,madanhipparga,Madan hipparga,4070,MADANHIPPARGA,GOVT LPS SHARAN NAGAR MADAHIPPARGA,13653,29040108113,SHARAN NAGAR MADAHIPPARGA
Karnataka,raichur,sindhanur,albanur,Madasiravar,4083,JAWALAGERA,GOVT.HIGHER PRIMARY SCHOOL UDBAL EJ,24596,29060807135,UDBALEJ
Karnataka,raichur,sindhanur,devi camp,Devaragudi,1793,DEVARAGUDI,GOVT.HIGHER PRIMARY SCHOOL DEVARAGUDI,24719,29060803001,DEVARAGUDI
Karnataka,raichur,sindhanur,devi camp,Devaragudi,1793,DEVARAGUDI,GOVT.HIGHER PRIMARY SCHOOL DEVICAMP,24720,29060803002,DEVICAMP
Karnataka,raichur,sindhanur,devi camp,Devaragudi,1793,DEVARAGUDI,GOVT.LOWER PRIMARY SCHOOL DUGGAMMANAGUNDA DEVARAGUDI.,38032,29060803004,DEVARAGUDI.
Karnataka,raichur,sindhanur,devi camp,Devaragudi,1793,DEVARAGUDI,GOVT.LOWER PRIMARY SCHOOL  GEETHA CAMP,24721,29060803003,GEETHA CAMP
Karnataka,raichur,sindhanur,gorebal,Gorebal (S),2155,GOREBAL,GOVT.HIGHER PRIMARY SCHOOL BHEEMARAJ CAMP,24535,29060804204,BHEEMARA JCAMP
Karnataka,raichur,sindhanur,gorebal,Gorebal (S),2155,GOREBAL,GOVT.HIGHER PRIMARY SCHOOL GOREBALCAMP,24532,29060804201,GOREBAL CAMP
Karnataka,raichur,sindhanur,gorebal,Gorebal (S),2155,GOREBAL,GOVT MODEL HIGHER PRIMERY SCHOOL GOREBAL,24533,29060804202,GOREBAL
Karnataka,raichur,sindhanur,hosahalli (ej),Hossalli,2804,HOSALLI(EJ),GOVT.HIGHER PRIMARY SCHOOL HOSALLI CAMP (EJ),24746,29060806203,HOSALLICAMP(EJ)
Karnataka,raichur,sindhanur,hosahalli (ej),Hossalli,2804,HOSALLI(EJ),GOVT.HIGHER PRIMARY SCHOOL HOSALLI  EJ,24745,29060806201,HOSALLIEJ
Karnataka,raichur,sindhanur,hosahalli (ej),Hossalli,2804,HOSALLI(EJ),GOVT.LOWER PRIMARY SCHOOL HANUMAN NAGAR CAMP,24747,29060806205,HANUMANNAGAR CAMP
Karnataka,raichur,sindhanur,jalihal,Jalihal,6653,JALIHAL,GOVT.HIGHER PRIMARY SCHOOL JALIHAL,24538,29060806701,JALIHAL
Karnataka,raichur,sindhanur,jalihal,Jalihal,6653,JALIHAL,GOVT.HIGHER PRIMARY SCHOOL URDU JALIHAL,24545,29060806713,JALIHAL
Karnataka,raichur,sindhanur,jalihal,Jalihal,6653,JALIHAL,GOVT.LOWER PRIMARY SCHOOL SATHYVATHICAMP,24541,29060806704,SATHYVATHI CAMP
Karnataka,raichur,sindhanur,jawalagera,Jawalgera,3060,JAWALAGERA,GMHPS JAWALAGERA,24586,29060807104,JAWALAGERA
Karnataka,raichur,sindhanur,pagadadinni,Buthaladinni,1423,BUTHALADINNI,GOVT.HIGHER PRIMARY SCHOOL RAMARADDICAMP,24716,29060802202,RAMARADDI CAMP
Karnataka,raichur,sindhanur,pagadadinni,Buthaladinni,1423,BUTHALADINNI,GOVT.LOWER PRIMARY SCHOOL BUTHALADINNI,24715,29060802201,BUTHALADINNI
Karnataka,raichur,sindhanur,pagadadinni,Buthaladinni,1423,BUTHALADINNI,GOVT.LOWER PRIMARY SCHOOL BUTHALADINNI CAMP,24717,29060802203,BUTHALADINNI CAMP
Karnataka,raichur,sindhanur,rh no-1,R.h.colony no-1,5034,JAWALAGERA,GOVT HIGHER PRIMARY SCHOOL ARAGINAMARA CAMP.PUN.VASATI.,38270,29060807127,ARAGINAMARA CAMP.PUN.VASATI.
Karnataka,raichur,sindhanur,rh no-1,R.h.colony no-1,5034,JAWALAGERA,GOVT.HIGHER PRIMARY SCHOOL ERANNACAMP,24588,29060807107,ERANNA CAMP
Karnataka,raichur,sindhanur,rh no-1,R.h.colony no-1,5034,JAWALAGERA,GOVT.HIGHER PRIMARY SCHOOL R H COLONY1  Upgraded RMSA,24593,29060807103,RHCOLONY1
Karnataka,raichur,sindhanur,rh no-1,R.h.colony no-1,5034,JAWALAGERA,GOVT.HIGHER PRIMARY SCHOOL R.H.COLONY NO-3 Upgraded RMSA,24590,29060807109,R.H.COLONYNO-3
Karnataka,raichur,sindhanur,rh no-1,R.h.colony no-1,5034,JAWALAGERA,GOVT.LOWER PRIMARY SCHOOL TATAPPA CAMP.,38537,29060807130,TATAPPA CAMP.
Karnataka,raichur,sindhanur,roudakunda,Roudakunda,5129,ROUDAKUNDA,GOVT.HIGHER PRIMARY SCHOOL BANGARICAMP,24683,29060810703,BANGARI CAMP
Karnataka,raichur,sindhanur,roudakunda,Roudakunda,5129,ROUDAKUNDA,GOVT.HIGHER PRIMARY SCHOOL  RAMACAMP,24684,29060810704,RAMA CAMP
Karnataka,raichur,sindhanur,roudakunda,Roudakunda,5129,ROUDAKUNDA,GOVT.HIGHER PRIMARY SCHOOL ROUDAKUNDA,24681,29060810701,ROUDAKUNDA
Karnataka,raichur,sindhanur,roudakunda,Salagunda,5167,SALAGUNDA,GOVT.HIGHER PRIMARY SCHOOL URDU SALGUNDA,24762,29060810803,SALGUNDA
Karnataka,raichur,sindhanur,roudakunda,Salagunda,5167,SALAGUNDA,GOVT.LOWER PRIMARY SCHOOL AMBEDKAR COLONY SALAGUNDA,37947,29060810808,AMBEDKAR COLONY SALAGUNDA
Karnataka,raichur,sindhanur,roudakunda,Salagunda,5167,SALAGUNDA,GOVT MODEL HIGHER PRIMARY SCHOOL  SALAGUNDA Upgraded RMSA,24685,29060810802,SALAGUNDA
Karnataka,raichur,sindhanur,shri venkteswara camp,Somalapur,5454,SOMALAPUR,GOVT.HIGHER PRIMARY SCHOOL B.VENKATESWAR CAMP,24551,29060811407,B.VENKATESWAR CAMP
Karnataka,raichur,sindhanur,shri venkteswara camp,Somalapur,5454,SOMALAPUR,GOVT.HIGHER PRIMARY SCHOOL SOMALAPUR Upgraded RMSA,24687,29060811401,SOMALAPUR
Karnataka,raichur,sindhanur,shri venkteswara camp,Somalapur,5454,SOMALAPUR,GOVT.HIGHER PRIMARY SCHOOL SRI VENKATESWARCAMP,24688,29060811403,SRIVENKATESWAR CAMP
Karnataka,raichur,sindhanur,shri venkteswara camp,Somalapur,5454,SOMALAPUR,GOVT.LOWER PRIMARY SCHOOL MALLAPUR CAMP,24689,29060811404,MALLAPUR CAMP
Karnataka,koppal,gangavathi,budagumpa,Yardona,6221,YARADONA,GOVT HIGHER PRIMARY SCHOOL YARADONA,19636,29070215101,YARADONA
Karnataka,koppal,gangavathi,budagumpa,Yardona,6221,YARADONA,GOVT LOWER PRIMARY SCHOOL MURADI BASAVESHWARA CAMP,19639,29070215104,MURADI BASAVESHWARA CAMP
Karnataka,koppal,gangavathi,budagumpa,Yardona,6221,YARADONA,GOVT LOWER PRIMARY SCHOOL YARADONA CAMP-4,19641,29070215108,YARADONA CAMP-4
Karnataka,koppal,gangavathi,challur,Hulkihal,6225,TONDIHAL,GOVT HIGHER PRIMARY SCHOOL TONDIHAL,19910,29070214001,TONDIHAL
Karnataka,koppal,gangavathi,challur,Hulkihal,6225,TONDIHAL,GOVT LOWER PRIMARY SCHOOL 28TH CANAL HULKIHAL,19911,29070214002,TONDIHAL
Karnataka,koppal,gangavathi,challur,Hulkihal,6225,TONDIHAL,GOVT LOWER PRIMARY SCHOOL TONDIHAL CAMP,19912,29070214003,TONDIHAL
Karnataka,koppal,gangavathi,challur,Mailapur,4130,SOMANAHAL,GOVT HIGHER PRIMARY (RMSA UPGRADED) SCHOOL SOMANAHAL,19909,29070213402,SOMANAHAL
Karnataka,koppal,gangavathi,challur,Mailapur,4130,SOMANAHAL,GOVT LOWER PRIMARY SCHOOL AMBEDKARNAGAR,38295,29070213403,AMBEDKARNAGAR
Karnataka,koppal,gangavathi,karatagi east,Marlanahalli,4328,MARLANAHALLI,GOVT HIGHER PRIMARY SCHOOL HOSAJURATAGI,19631,29070210709,HOSAJURATAGI
Karnataka,koppal,gangavathi,karatagi east,Marlanahalli,4328,MARLANAHALLI,GOVT HIGHER PRIMARY SCHOOL MARUTINAGAR MARLANAHALLI,38668,29070210705,MARUTINAGAR MARLANAHALLI
Karnataka,koppal,gangavathi,karatagi east,Marlanahalli,4328,YARADONA,GOVT HIGHER PRIMARY SCHOOL YARADONA CAMP[MARLANHALLI],19637,29070215102,YARADONA CAMP[MARLANHALLI]
Karnataka,koppal,gangavathi,karatagi east,Marlanahalli,4328,MARLANAHALLI,GOVT LOWER PRIMARY SCHOOL HALE JURATAGI MARLANAHALLI,19632,29070210702,HALE JURATAGI MARLANAHALLI
Karnataka,koppal,gangavathi,karatagi east,Marlanahalli,4328,MARLANAHALLI,GOVT LOWER PRIMARY SCHOOL H.D DEVEGOUDA BADAVANE,38672,29070210713,H.DDEVEGOUDA BADAVANE
Karnataka,koppal,gangavathi,karatagi east,Marlanahalli,4328,MARLANAHALLI,GOVT LOWER PRIMARY SCHOOL RAVINAGAR KARATAGI,19628,29070210708,RAVINAGAR KARATAGI
Karnataka,koppal,gangavathi,siddapur,Siddapura ,6538,SIDDAPUR,GOVT LOWER PRIMARY SCHOOL KRISHNAPUR SIDDAPUR,19760,29070213110,KRISHNAPUR SIDDAPUR
Karnataka,koppal,gangavathi,siddapur,Siddapura ,6538,SIDDAPUR,GOVT LOWER PRIMARY SCHOOL NEAR HOSTEL SIDDAPUR,19757,29070213104,NEAR HOSTEL SIDDAPUR
Karnataka,koppal,gangavathi,siddapur,Siddapura ,6538,SIDDAPUR,GOVT MODEL HIGHER PRIMARY SCHOOL SIDDAPUR,19755,29070213101,SIDDAPUR
Karnataka,koppal,gangavathi,siddapur,Siddapura ,6538,SIDDAPUR,GOVT URDU HIGHER PRIMARY SCHOOL SIDDAPUR,19758,29070213106,SIDDAPUR
Karnataka,koppal,gangavathi,ulenoor,Bennur ,6223,SIDDAPUR,GOVT LOWER PRIMARY SCHOOL BENNUR TANDA,19762,29070213112,BENNUR TANDA
Karnataka,gadag,gadag rural,antur bentur,Kurtakoti,3937,KURTAKOTI,GHPKBS  KURTAKOTI,47616,29080603902,KURTAKOTI
Karnataka,gadag,gadag rural,antur bentur,Kurtakoti,3937,KURTAKOTI,GHPKGS KURTAKOTI,47617,29080603903,KURTAKOTI
Karnataka,gadag,gadag rural,antur bentur,Kurtakoti,3937,KURTAKOTI,GHPS HOSALLI,47618,29080603905,HOSALLI
Karnataka,gadag,gadag rural,antur bentur,Kurtakoti,3937,KURTAKOTI,GLPS KURTAKOTI,47615,29080603901,KURTAKOTI
Karnataka,gadag,gadag rural,hombal,Hombal,2729,HOMBAL,GHPGS HOMBAL,47648,29080600703,HOMBAL
Karnataka,gadag,gadag rural,hombal,Hombal,2729,HOMBAL,GLPS HOMBAL,47647,29080600702,HOMBAL
Karnataka,gadag,gadag rural,hombal,Hombal,2729,HOMBAL,GMPBS HOMBAL,47649,29080600704,HOMBAL
