State,District,Block,Cluster,GPName,GP Id,Village,SchoolName,SchoolId,DiseCode,new_village
Karnataka,mandya,maddur,besagara hally,Besagara hally,1231,BESAGARA HALLY,GHPS  PANNE DODDI,52623,29220201809,PANNE DODDI
Karnataka,mandya,maddur,besagara hally,Besagara hally,1231,BESAGARA HALLY,GLPS  MAHARNAVAMI DODDI,52624,29220201811,MAHARNAVAMI DODDI
Karnataka,mandya,maddur,besagara hally,Besagara hally,1231,BESAGARA HALLY,GUHPS  BESAGARA HALLY,52621,29220201803,BESAGARA HALLY
Karnataka,mandya,maddur,chikkaarasinakere,Chikkaarasina kere,1565,CHKKA ARASINAKERE,GHPS  CHIKKA ARASINAKERE,52633,29220203501,CHIKKA ARASINAKERE
Karnataka,mandya,maddur,chikkaarasinakere,Chikkaarasina kere,1565,CHKKA ARASINAKERE,GHPS  GURUDEVARA HALLY,52634,29220203502,GURU DEVARAHALLY
Karnataka,mandya,maddur,chikkaarasinakere,Chikkaarasina kere,1565,CHKKA ARASINAKERE,GLPS GURUDEVARAHALLI COLONY,52635,29220203504,GURUD EVARAHALLI COLONY
Karnataka,mandya,maddur,chikkaarasinakere,Kyathaghatta,3977,KYATHA GHATTA,GHPS  KYATHA GHATTA,52636,29220209301,KYATHA GHATTA
Karnataka,mandya,maddur,hemmanahally,Kadalooru,3162,KADALOORU,GHPS  KADALOORU,52663,29220207601,KADALOORU
Karnataka,mandya,maddur,hemmanahally,Kadalooru,3162,KADALOORU,GLPS  KURI DODDI,52664,29220207602,KURI DODDI
Karnataka,mandya,maddur,hemmanahally,Kadalooru,3162,KADALOORU,GLPS  VADDARADODDI,52665,29220207603,VADDARADODDI
Karnataka,mandya,maddur,kesthur,Kesthuru,3576,KESTHUR,GHPS  ADAGANA HALLY,52716,29220208204,ADAGAN AHALLY
Karnataka,mandya,maddur,kesthur,Kesthuru,3576,KESTHUR,GHPS  KESTHUR,52714,29220208201,KESTHUR
Karnataka,mandya,maddur,kesthur,Kesthuru,3576,KESTHUR,GLPS  BASAVALINGANA DODDI,52718,29220208206,BASAVALINGANA DODDI
Karnataka,mandya,maddur,k. honnalagere,K.honnalagere,3121,K. HONNALAGERE,GHPS  K. HONNALAGERE,52674,29220207101,K.HONNALAGERE
Karnataka,mandya,maddur,k. honnalagere,K.honnalagere,3121,K. HONNALAGERE,GHPS  TOPPANA HALLY,52675,29220207103,TOPPANA HALLY
Karnataka,mandya,maddur,k. honnalagere,K.honnalagere,3121,K. HONNALAGERE,GLPS  RAJEGOWDANA DODDI,52676,29220207104,RAJEGOWDANA DODDI
Karnataka,mandya,maddur,koppa,Thaggahally ,5676,THAGGA HALLY,GHPS THAGGAHALLY,52734,29220214105,THAGGAHALLY
Karnataka,mandya,maddur,koppa,Thaggahally ,5676,THAGGA HALLY,GLPS  ARAGINA MELE,52732,29220214103,ARAGINA MELE
Karnataka,mandya,maddur,kowdale,Kowdle,3816,KOWDLE,GHPS  KOWDLE,52738,29220208901,KOWDLE
Karnataka,mandya,maddur,kowdale,Kowdle,3816,KOWDLE,GHPS  TARAMANA KATTE,52741,29220208907,TARAMANA KATTE
Karnataka,mandya,maddur,kowdale,Kowdle,3816,KOWDLE,GLPS  GATTA HALLY,52740,29220208906,GATTA HALLY
Karnataka,mandya,maddur,madarahalli,Doddarasina kere,1917,DODDA ARASINAKERE,GHPS  DEVARA HALLY,52748,29220204408,DEVARA HALLY
Karnataka,mandya,maddur,madarahalli,Doddarasina kere,1917,DODDA ARASINAKERE,GHPS  DODDA ARASINAKERE,52746,29220204401,DODDA ARASINAKERE
Karnataka,mandya,maddur,madarahalli,Doddarasina kere,1917,DODDA ARASINAKERE,GHPS  MUTTANA HALLY,52747,29220204407,MUTTANA HALLY
Karnataka,mandya,maddur,mallanakuppe,Mallana kuppe,4185,DUNDANA HALLY,GHPS  DUNDANA  HALLY,52764,29220204501,DUNDANA HALLY
Karnataka,mandya,maddur,mallanakuppe,Mallana kuppe,4185,DUNDANA HALLY,GLPS  CHAMALAPURADA DODDI,52766,29220204503,CHAMALAPURADA DODDI
Karnataka,mandya,maddur,mallanakuppe,Mallana kuppe,4185,DUNDANA HALLY,GLPS  GOLLARA DODDI,52765,29220204502,GOLLARA DODDI
Karnataka,mandya,pandavapura,bannangadi,Dinka,1852,ALPA HALLY,GHPS  VALALE KATTE KOPPAL,53631,29220600302,VALALE KATTE KOPPAL
Karnataka,mandya,pandavapura,chikkabyadarahalli,Doddabyadara hally,1888,DODDA BYADARA HALLY,GHPS  DODDA BYADARA  HALLY,53644,29220604101,DODDA BYADARA HALLY
Karnataka,mandya,pandavapura,chikkabyadarahalli,Doddabyadara hally,1888,DODDA BYADARA HALLY,GHPS  THIMMANA KOPPALU,53645,29220604102,THIMMANA KOPPALU
Karnataka,mandya,pandavapura,chikkabyadarahalli,Doddabyadara hally,1888,DODDA BYADARA HALLY,GLPS  SOUTH COLONY  D.B.HALLY,53646,29220604103,SOUTH COLONY D.B.HALLY
Karnataka,mandya,pandavapura,lakshmisagara,Lakshmisagara,6654,SANABA,GHPS  SANABA,53717,29220612001,SANABA
Karnataka,mandya,pandavapura,lakshmisagara,Lakshmisagara,6654,SANABA,GLPS  SANABADA KOPPAL,53718,29220612002,SANABADA KOPPAL
Karnataka,mandya,pandavapura,lakshmisagara,Lakshmisagara,6654,SANABA,GLPS  SANABA HOSA BADAVANE,53719,29220612003,SANABAHOSA BADAVANE
Karnataka,mandya,pandavapura,manikyanahalli,Halebeedu,2338,HALEBEEDU,GHPS  HALE BEEDU,53730,29220605202,HALEBEEDU
Karnataka,mandya,pandavapura,manikyanahalli,Halebeedu,2338,HALEBEEDU,GLPS  CHEEKANA HALLY,53729,29220605201,CHEEKANA HALLY
Karnataka,mandya,pandavapura,manikyanahalli,Halebeedu,2338,HALEBEEDU,GLPS   MUDALA KOPPALU,53731,29220605204,MUDALA KOPPALU
Karnataka,mandya,pandavapura,ragimuddanahalli,Gummana hally,2235,GUMMANA HALLY,GHPS  JODI GUMMANA HALLYQ,53780,29220604907,JODIGUMMANA HALLYQ
Karnataka,mandya,pandavapura,ragimuddanahalli,Gummana hally,2235,GUMMANA HALLY,GHPS  RAGI MUDDANA HALLY,53774,29220604901,RAGIMUDDANA HALLY
Karnataka,mandya,pandavapura,ragimuddanahalli,Gummana hally,2235,GUMMANA HALLY,GLPS  BASAVANA GUDI KOPPAL,53776,29220604903,BASAVANA GUDI KOPPAL
Karnataka,mandya,pandavapura,ragimuddanahalli,Gummana hally,2235,GUMMANA HALLY,GLPS  HONNENA HALLY,53778,29220604905,HONNENA HALLY
Karnataka,mandya,pandavapura,ragimuddanahalli,Gummana hally,2235,GUMMANA HALLY,GLPS RAGIMUDDANAHALLY HOSA B.,53781,29220604908,RAGIMUDDANAHALLY HOSAB.
Karnataka,mandya,pandavapura,ragimuddanahalli,Honagana hally,2731,ALPA HALLY,GHPS  ALPA  HALLY,53771,29220600301,ALPAHALLY
Karnataka,mandya,pandavapura,ragimuddanahalli,Honagana hally,2731,ALPA HALLY,GLPS  KAVERI PURA,53772,29220600303,KAVERIPURA
Karnataka,dakshina kannada,mangaluru south,deralakatte,Boliyar,1383,BOLIYAR,DKZP GOVT. HIGHER PRIMARY SCHOOL AMMEMBALA,45684,29240602401,AMMEMBALA
Karnataka,dakshina kannada,mangaluru south,deralakatte,Boliyar,1383,BOLIYAR,DKZP GOVT. HIGHER PRIMARY SCHOOL BOLIYAR,45685,29240602402,BOLIYAR
Karnataka,dakshina kannada,mangaluru south,deralakatte,Boliyar,1383,BOLIYAR,DKZP GOVT. HIGHER PRIMARY SCHOOL BOLIYAR MASEEDI BALI,45686,29240602403,BOLIYAR MASEEDI BALI
Karnataka,dakshina kannada,mangaluru south,kannori,Kuppepadav,3915,KILENJAR,DKZP GOVT. HIGHER PRIMARY SCHOOL KALLADI,45693,29240601102,KALLADI
Karnataka,dakshina kannada,mangaluru south,kannori,Kuppepadav,3915,KILENJAR,DKZP GOVT. HIGHER PRIMARY SCHOOL KILENJAR,45692,29240601101,KILENJAR
Karnataka,dakshina kannada,mangaluru south,kannori,Kuppepadav,3915,KILENJAR,DKZP GOVT. LOWER PRIMARY SCHOOL ACHARIJORA,45694,29240601107,ACHARIJORA
Karnataka,dakshina kannada,mangaluru south,kannori,Yedapadav,6124,BADAGA YEDAPADAVU,DKZP GOVT. HIGHER PRIMARY SCHOOL DADDI,45699,29240609201,DADDI
Karnataka,dakshina kannada,mangaluru south,kannori,Yedapadav,6124,BADAGA YEDAPADAVU,DKZP GOVT. LOWER PRIMARY SCHOOL THIPLABETTU,45700,29240609202,THIPLABETTU
Karnataka,dakshina kannada,mangaluru south,kannori,Yedapadav,6124,BADAGA YEDAPADAVU,DKZP GOVT. MODEL HIGHER PRIMARY SCHOOL YEDAPADAVU,45701,29240609203,EDAPADAVU
Karnataka,dakshina kannada,mangaluru south,kinnikambla,Paduperar,4921,MOODUPERAR,DKZP GOVT. HIGHER PRIMARY SCHOOL GURUKAMBLA (URDU),45705,29240605201,GURUKAMBLA
Karnataka,dakshina kannada,mangaluru south,kinnikambla,Paduperar,4921,MOODUPERAR,DKZP GOVT. HIGHER PRIMARY SCHOOL MUNDABETTU,45706,29240605202,MUNDABETTU
Karnataka,dakshina kannada,mangaluru south,kinnikambla,Paduperar,4921,MOODUPERAR,DKZP GOVT. LOWER PRIMARY SCHOOL ALIKE,45707,29240605203,ALIKE
Karnataka,dakshina kannada,mangaluru south,munnur,Manjanady,4262,MANJANADY,DKZP GOVT. HIGHER PRIMARY SCHOOL ASAIMADAKA,45721,29240605007,ASAIMADAKA
Karnataka,dakshina kannada,mangaluru south,munnur,Manjanady,4262,MANJANADY,DKZP GOVT. HIGHER PRIMARY SCHOOL KALKATTA,45719,29240605002,KALKATTA
Karnataka,dakshina kannada,mangaluru south,munnur,Manjanady,4262,MANJANADY,DKZP GOVT. HIGHER PRIMARY SCHOOL URUMANE,45718,29240605001,URUMANE
Karnataka,dakshina kannada,mangaluru south,munnur,Manjanady,4262,MANJANADY,DKZP GOVT. MODEL HIGHER PRIMARY SCHOOL MANJANADY,45720,29240605003,MANJANADY
Karnataka,dakshina kannada,mangaluru south,permannur,Ullal ,5892,ULLALA (TP),DKZP GOVT. HIGHER PRIMARY SCHOOL BABBUKATTE,45727,29240607602,BABBUKATTE
Karnataka,dakshina kannada,mangaluru south,permannur,Ullal ,5892,ULLALA (TP),DKZP GOVT. HIGHER PRIMARY SCHOOL KALLAPUPATLA (URDU),45726,29240607601,KALLAPUPATLA
Karnataka,dakshina kannada,mangaluru south,pilaru,Someshwara,5466,SOMESHWARA,DKZP GOVT. HIGHER PRIMARY SCHOOL KUMPALA (RMSA UPGRADED SCHOOL),45733,29240606502,KUMPALA
Karnataka,dakshina kannada,mangaluru south,pilaru,Someshwara,5466,SOMESHWARA,DKZP GOVT. HIGHER PRIMARY SCHOOL PILAR,45732,29240606501,PILAR
Karnataka,dakshina kannada,mangaluru south,pilaru,Someshwara,5466,SOMESHWARA,DKZP GOVT. HIGHER PRIMARY SCHOOL UCHILA GUDDE,45734,29240606503,UCHILAGUDDE
Karnataka,dakshina kannada,mangaluru south,talapadi,Kinya,3615,KINYA,DKZP GOVT. HIGHER PRIMARY SCHOOL KINYA,45735,29240603901,KINYA
Karnataka,dakshina kannada,mangaluru south,talapadi,Kinya,3615,KINYA,DKZP GOVT. HIGHER PRIMARY SCHOOL MEENADI,45736,29240603902,MEENADI
Karnataka,dakshina kannada,mangaluru south,talapadi,Kinya,3615,KINYA,DKZP GOVT. LOWER PRIMARY SCHOOL RAHAMATH NAGAR,45738,29240603904,RAHAMATH NAGAR
Karnataka,dakshina kannada,mangaluru south,talapadi,Kinya,3615,KINYA,DKZP GOVT. LOWER PRIMARY SCHOOL UKKUDA,45737,29240603903,UKKUDA
Karnataka,dakshina kannada,mangaluru south,ullal,Ullal ,5892,ULLALA (TP),DKZP GOVT. HIGHER PRIMARY SCHOOL MELANGADY (URDU),45746,29240607603,MELANGADY
Karnataka,dakshina kannada,mangaluru south,ullal,Ullal ,5892,ULLALA (TP),DKZP GOVT. HIGHER PRIMARY SCHOOL OMBATHUKERE,45748,29240607606,OMBATHUKERE
Karnataka,dakshina kannada,mangaluru south,ullal,Ullal ,5892,ULLALA (TP),DKZP GOVT. MODEL HIGHER PRIMARY SCHOOL ULLALA,45747,29240607605,ULLALA
Karnataka,kodagu,madikeri,chettalli,Siddapura ,6313,SIDDAPURA,G M P SCHOOL SIDDAPURA,51633,29250109703,SIDDAPURA
Karnataka,kodagu,somavarpet,bessur,Bessur,1232,NILUVAGILU,G L P SCHOOL CHIKKABHANDARA,51721,29250204102,CHIKKABHANDARA
Karnataka,kodagu,somavarpet,bessur,Bessur,1232,NILUVAGILU,G L P SCHOOL NILUVAGLU,51720,29250204101,NILUVAGLU
Karnataka,kodagu,somavarpet,bessur,Bessur,1232,NILUVAGILU,GLPS HEMMANE,51723,29250204104,HEMMANE
Karnataka,kodagu,somavarpet,shanivarsanthe,Dundalli,1964,DUNDALLI,G H P SCHOOL CHIKKAKOLATHUR,51829,29250208703,CHIKKAKOLATHUR
Karnataka,kodagu,somavarpet,shanivarsanthe,Dundalli,1964,DUNDALLI,G H P SCHOOL DUNDALLI,51827,29250208701,DUNDALLI
Karnataka,kodagu,somavarpet,shanivarsanthe,Shanivarsanthe,5304,DUNDALLI,G H P SCHOOL THYAGARAJA COLONY,51828,29250208702,THYAGARAJA COLONY
Karnataka,kodagu,virajpet,channenakote,Maldare,4170,BADAGABANANGALA,G.H.P.S BADAGA BANANGALA,51896,29250304403,BADAGA BANANGALA
Karnataka,kodagu,virajpet,channenakote,Maldare,4170,BADAGABANANGALA,G H P SCHOOL HUNDI,51894,29250304401,HUNDI
Karnataka,kodagu,virajpet,channenakote,Maldare,4170,BADAGABANANGALA,G.H.P.S (T) GHATTADALA,51897,29250304404,(T)GHATTADALA
Karnataka,kodagu,virajpet,kutta,Srimangala,5503,KUMTOOR,G H P SCHOOL KAKOOR,51929,29250307402,KAKOOR
Karnataka,kodagu,virajpet,kutta,Srimangala,5503,KUMTOOR,G H.P SCHOOL  K BADAGA,51928,29250307401,KBADAGA
Karnataka,kodagu,virajpet,kutta,Srimangala,5503,KUMTOOR,GHPS SRIMANGALA,51930,29250307403,SRIMANGALA
Karnataka,kodagu,virajpet,t. shettigeri,Birunani,1363,PARKATAGERI,G.H.P SCHOOL BIRUNANI,51973,29250309208,BIRUNANI
Karnataka,kodagu,virajpet,t. shettigeri,Birunani,1363,PARKATAGERI,G L P SCHOOL KALAKOORU,51972,29250309205,KALAKOORU
Karnataka,kodagu,virajpet,t. shettigeri,Birunani,1363,PARKATAGERI,G L P SCHOOL PARKATAGERI,51971,29250309201,PARKATAGERI
Karnataka,chamarajanagara,chamarajanagar,honganuru,Honganoor,2740,HONGANOOR,GHPS  HONGANOOR,6540,29270118702,HONGANOOR
Karnataka,chamarajanagara,chamarajanagar,honganuru,Honganoor,2740,HONGANOOR,GHPS KURUBARAGERI HONGANUR-2,6541,29270118703,KURUBARAGERI HONGANUR-2
Karnataka,chamarajanagara,chamarajanagar,honganuru,Honganoor,2740,HONGANOOR,GLPS AMBDKAR STREET HONGANURU,6543,29270118708,AMBDKAR STREET HONGANURU
Karnataka,chamarajanagara,yelandur,agara,Mamballi,4209,MAMBALLI,GHPS MAMBALLI-1,6937,29271201605,MAMBALLI-1
Karnataka,chamarajanagara,yelandur,agara,Mamballi,4209,MAMBALLI,GHPS MAMBALLI - II,6938,29271201607,MAMBALLI-II
Karnataka,chamarajanagara,yelandur,kesthur,Kesthur,3575,KESTHUR,GHPS KESTU -I,6909,29271200901,KESTU-I
Karnataka,yadagiri,shorapur,devatkal,Devatkal,1811,DEVATKAL,GOVT  HPS DEVTKAL,25303,29330805302,DEVTKAL
Karnataka,yadagiri,shorapur,devatkal,Devatkal,1811,DEVATKAL,LPS BAILMADDI CAMP,25304,29330805303,BAILMADDI CAMP
Karnataka,yadagiri,shorapur,devatkal,Devatkal,1811,DEVATKAL,LPS ESHWAR CAMP DEVATKAL,25305,29330805304,ESHWAR CAMP DEVATKAL
Karnataka,mysuru,hunsur,halebeedu,Halebeedu,6543,HALEBEEDU,GOVERNMENT HIGHER PRIMARY SCHOOL HALEBEEDU,54351,29260411901,HALEBEEDU
Karnataka,vijayapura,muddebihal,minajagi,Minajagi,4441,MINAJAGI,GOVT HPS MINAJAGI,63763,29031011401,MINAJAGI
Karnataka,raichur,sindhanur,jawalagera,Jawalgera,3060,JAWALAGERA,GOVT.HIGHER PRIMARY SCHOOL C S F-NO-1,24587,29060807106,JAWALAGERA CSF-NO-1
Karnataka,koppal,gangavathi,challur,Hulkihal,6225,TONDIHAL,GOVT LOWER PRIMARY SCHOOL 29TH CANAL GANDHINAGAR,38468,29070214005,29TH CANAL GANDHINAGAR
Karnataka,koppal,gangavathi,challur,Mailapur,4130,SOMANAHAL,GOVT LOWER PRIMARY SCHOOL SOMANAL CAMP,19908,29070213401,SOMANAL CAMP
Karnataka,koppal,gangavathi,siddapur,Siddapura ,6538,SIDDAPUR,GOVT LOWER PRIMARY SCHOOL WARD NO 1 SIDDAPUR,19759,29070213109,SIDDAPUR
Karnataka,chitradurga,hiriyur,dharmapura,Dharmapura,1828,DHARMAPURA,GOVERNAMENT HIGHER PRIMARY SCHOOL  KRISHNAPURA,12636,29130307415,KRISHNAPURA
Karnataka,chitradurga,hiriyur,j.g.halli,J g halli,2989,JAVANAGONDANAHALLI,GOVERNAMENT LOWER PRIMARY SCHOOL  MOORUMANEHATTI,12688,29130314106,MOORUMANEHATTI
Karnataka,chitradurga,holalkere,holalkere,Arehalli,788,AREHALLI,GMHPS AREHALLI,12875,29130402910,AREHALLI
Karnataka,chitradurga,hosadurga,belaguru,Belaguru,1156,SINGENAHALLI,GHPS S L HATTI,45152,29130511903,S LHATTI
Karnataka,chitradurga,hosadurga,doddathekalavatti,D.t.vatti,1713,C T VATTI,GLPS KEREMUNDALAHATTI,45158,29130509403,KEREMUNDALAHATTI
Karnataka,chitradurga,hosadurga,kanchipura,C.b.kere,1459,C.B.KERE,GLPS SHIVANAGARA,13174,29130507903,SHIVANAGARA
Karnataka,chitradurga,hosadurga,madadakere,Madadakere,4056,RANGAVANAHALLI,GLPS R BOVIHATTI,13259,29130511003,RBOVIHATTI
Karnataka,chitradurga,molakalmur,konasagara,Nerlahalli,4822,NERLAHALLI,GOVERNMENT LOWER PRIMARY SCHOOL JANGALI SOORAIAHNAHATTI,13413,29130602903,JANGALI SOORAIAHNAHATTI
Karnataka,chitradurga,molakalmur,konasagara,Nerlahalli,4822,NERLAHALLI,GOVERNMENT LOWER PRIMARY SCHOOL ODNOBAIAHNAHATTI,13412,29130602902,ODNOBAIAHNAHATTI
Karnataka,mandya,maddur,besagara hally,Besagara hally,1231,BESAGARA HALLY,GLPS  ERE GOWDANA DODDI,52622,29220201807,ERE GOWDANA DODDI
Karnataka,mandya,maddur,chikkaarasinakere,Kyathaghatta,3977,KYATHA GHATTA,GHPS  KALLIMELE DODDI,52637,29220209302,KALLIMELEDODDI
Karnataka,mandya,maddur,chikkaarasinakere,Kyathaghatta,3977,KYATHA GHATTA,GLPS  MATADA DODDI,52638,29220209303,MATADA DODDI
Karnataka,mandya,maddur,kesthur,Yadagana hally,6038,KESTHUR,GLPS  YADANA HALLY,52719,29220208207,YADANA HALLY
Karnataka,mandya,maddur,koppa,Thaggahally ,5676,THAGGA HALLY,GLPS  UPPARA KOPPALU,52733,29220214104,UPPARA KOPPALU
Karnataka,mandya,maddur,kowdale,Kowdle,3816,KOWDLE,GHPS KARIGOWDANA KOPPAL,52739,29220208902,KARIGOWDANA KOPPAL
Karnataka,mandya,maddur,madarahalli,Doddarasina kere,1917,DODDA ARASINAKERE,GLPS  GOWDAYYANA DODDI,52749,29220204409,GOWDAYYANA DODDI
Karnataka,mandya,pandavapura,ragimuddanahalli,Gummana hally,2235,GUMMANA HALLY,GLPS HUNASE KATTE KOPPAL,53777,29220604904,HUNASEKATTE KOPPAL
Karnataka,mandya,pandavapura,ragimuddanahalli,Gummana hally,2235,GUMMANA HALLY,GLPS  KUMBARA KOPPALU,53775,29220604902,KUMBARA KOPPALU
Karnataka,kodagu,somavarpet,bessur,Bessur,1232,NILUVAGILU,G H P SCHOOL NYAYADALLA,51722,29250204103,NYAYADALLA
Karnataka,chamarajanagara,yelandur,agara,Mamballi,4209,MAMBALLI,GUHPGS MAMBALLI,6935,29271201603,MAMBALLI